# results/trace_hf_decode.json.gz, step 2 of 5, segmented on annotation
# 1198 kernels, 1198 CPU launches, 15.302 ms device busy
# gap us = device idle before this event. s = * when the CPU had not yet issued the launch.
    #  launch us     gpu us   wait us    dur us   gap us s  aten op                    kernel
---------------------------------------------------------------------------------------------
    0      135.5     1356.2   1203.74      3.68     0.00    embedding/index_select     indexSelectSmallIndex<2,2>
  791    47452.5    47466.6      0.44     15.04   152.38 *  scaled_dot_product_attenti flash_fwd_splitkv_kernel<128,64,128,4,false,false>
  792    47468.5    47482.9      7.06      6.21     1.25    scaled_dot_product_attenti flash_fwd_splitkv_combine_kernel<4,3,true>
  793    47603.6    47619.0      0.61     21.50   129.95 *  linear/mm                  gemv2T_kernel_val<128,16,2,4,false,false>
  794    47663.6    47677.2      0.91      2.53    36.67 *  add                        vectorized_elementwise_kernel<4>
  795    47730.0    47744.3      0.60      4.26    64.54 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
  796    47778.9    47791.5      0.79      2.02    42.98 *  pow                        vectorized_elementwise_kernel<4,1>
  797    47822.1    47835.4      1.04      4.96    41.92 *  mean                       reduce_kernel<512,1>
  798    47871.2    47884.3      0.88      2.08    43.94 *  add                        vectorized_elementwise_kernel<4>
  799    47907.0    47919.0      0.84      2.33    32.61 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
  800    47944.4    47956.7      0.91      2.85    35.33 *  mul                        elementwise_kernel<128,2>
  801    48000.7    48014.0      0.86      2.02    54.50 *  to/copy_                   vectorized_elementwise_kernel<4,1>
  802    48040.1    48052.4      1.04      2.27    36.35 *  mul                        vectorized_elementwise_kernel<4>
  803    48129.3    48143.8      0.49     98.24    89.12 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
  804    48187.0    48243.3     43.06      3.55     1.25    silu                       vectorized_elementwise_kernel<4,1,5,1>
  805    48266.2    48280.8      0.99     98.27    34.02 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
  806    48315.8    48380.2     51.78      2.98     1.15    mul                        vectorized_elementwise_kernel<4>
  807    48400.1    48425.2      0.76    115.04    42.01 *  linear/mm                  cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2
  808    48426.2    48541.4    106.85      3.52     1.09    linear/mm                  splitKreduce_kernel<32,16,false,true,false,false>
  809    48477.1    48546.1     55.70      2.62     1.18    add                        vectorized_elementwise_kernel<4>
  810    48561.2    48576.6      0.66      4.13    27.90 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
  811    48612.2    48625.2      0.77      1.98    44.51 *  pow                        vectorized_elementwise_kernel<4,1>
  812    48657.1    48670.2      0.73      4.74    43.01 *  mean                       reduce_kernel<512,1>
  813    48707.1    48720.4      0.93      2.05    45.44 *  add                        vectorized_elementwise_kernel<4>
  814    48744.2    48767.3      0.68      2.21    44.86 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
  815    48792.2    48804.2      0.82      2.72    34.72 *  mul                        elementwise_kernel<128,2>
  816    48848.1    48861.3      0.72      1.95    54.33 *  to/copy_                   vectorized_elementwise_kernel<4,1>
  817    48887.1    48899.4      1.00      2.21    36.16 *  mul                        vectorized_elementwise_kernel<4>
  818    48986.4    49001.4      0.54     20.32    99.74 *  linear/addmm               gemv2T_kernel_val<128,16,4,4,false,true>
  819    49094.1    49109.3      0.89      8.13    87.61 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
  820    49197.1    49211.2      0.49      7.78    93.82 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
  821    49278.2    49292.6      0.70      3.94    73.57 *  mul                        elementwise_kernel<128,4>
  822    49349.9    49363.3      0.75      3.74    66.78 *  neg                        elementwise_kernel<128,4>
  823    49414.2    49428.7      0.66      5.31    61.66 *  cat                        CatArrayBatchedCopy<4,64,64>
  824    49459.7    49472.5      0.77      3.46    38.43 *  mul                        elementwise_kernel<128,4>
  825    49498.6    49511.0      0.88      2.08    35.07 *  add                        vectorized_elementwise_kernel<4>
  826    49537.4    49549.4      0.77      2.69    36.35 *  mul                        elementwise_kernel<128,4>
  827    49605.0    49618.6      0.73      2.34    66.46 *  neg                        elementwise_kernel<128,4>
  828    49648.5    49661.6      0.86      3.49    40.74 *  cat                        CatArrayBatchedCopy<4,64,64>
  829    49700.8    49713.0      1.08      2.66    47.87 *  mul                        elementwise_kernel<128,4>
  830    49736.2    49747.8      0.77      2.08    32.16 *  add                        vectorized_elementwise_kernel<4>
  831    49784.5    49798.5      0.89      4.00    48.64 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
  832    49827.8    49840.4      0.87      3.65    37.82 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
  833    49981.7    49996.1      0.70     15.10   152.09 *  scaled_dot_product_attenti flash_fwd_splitkv_kernel<128,64,128,4,false,false>
  834    49997.7    50012.2      7.17      6.30     1.02    scaled_dot_product_attenti flash_fwd_splitkv_combine_kernel<4,3,true>
  835    50132.7    50148.2      0.37     21.66   129.63 *  linear/mm                  gemv2T_kernel_val<128,16,2,4,false,false>
  836    50192.9    50206.7      1.09      2.56    36.93 *  add                        vectorized_elementwise_kernel<4>
  837    50259.3    50274.2      0.77      4.19    64.86 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
  838    50308.2    50321.1      0.85      1.98    42.78 *  pow                        vectorized_elementwise_kernel<4,1>
  839    50351.9    50364.9      0.81      4.93    41.79 *  mean                       reduce_kernel<512,1>
  840    50400.7    50413.7      0.76      2.05    43.84 *  add                        vectorized_elementwise_kernel<4>
  841    50436.9    50448.9      1.01      2.24    33.18 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
  842    50473.9    50486.0      0.76      2.88    34.88 *  mul                        elementwise_kernel<128,2>
  843    50530.0    50543.2      0.66      2.02    54.24 *  to/copy_                   vectorized_elementwise_kernel<4,1>
  844    50569.0    50581.2      0.98      2.30    36.03 *  mul                        vectorized_elementwise_kernel<4>
  845    50657.8    50672.6      0.67     99.17    89.05 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
  846    50715.6    50772.9     44.18      3.55     1.18    silu                       vectorized_elementwise_kernel<4,1,5,1>
  847    50795.1    50809.8      0.93     98.97    33.34 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
  848    50844.6    50910.0     53.22      2.91     1.18    mul                        vectorized_elementwise_kernel<4>
  849    50928.6    50942.2      1.06    112.41    29.31 *  linear/mm                  cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2
  850    50942.7    51055.9    105.69      3.49     1.25    linear/mm                  splitKreduce_kernel<32,16,false,true,false,false>
  851    50991.4    51060.6     56.49      2.56     1.22    add                        vectorized_elementwise_kernel<4>
  852    51072.8    51088.1      0.80      4.03    25.02 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
  853    51122.2    51135.0      0.98      1.98    42.85 *  pow                        vectorized_elementwise_kernel<4,1>
  854    51165.6    51178.5      0.88      4.67    41.50 *  mean                       reduce_kernel<512,1>
  855    51213.6    51226.5      0.69      2.05    43.36 *  add                        vectorized_elementwise_kernel<4>
  856    51250.1    51262.2      0.80      2.21    33.60 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
  857    51287.4    51299.6      1.08      2.72    35.17 *  mul                        elementwise_kernel<128,2>
  858    51343.2    51356.3      0.74      1.95    53.98 *  to/copy_                   vectorized_elementwise_kernel<4,1>
  859    51382.5    51394.3      0.92      2.18    36.09 *  mul                        vectorized_elementwise_kernel<4>
  860    51480.8    51495.8      0.64     20.10    99.29 *  linear/addmm               gemv2T_kernel_val<128,16,4,4,false,true>
  861    51587.8    51602.7      0.79      8.22    86.85 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
  862    51689.9    51704.2      0.61      7.84    93.25 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
  863    51770.1    51783.9      0.53      3.97    71.87 *  mul                        elementwise_kernel<128,4>
  864    51842.0    51855.2      0.87      3.71    67.33 *  neg                        elementwise_kernel<128,4>
  865    51886.1    51899.5      0.77      5.31    40.58 *  cat                        CatArrayBatchedCopy<4,64,64>
  866    51927.2    51939.6      0.93      3.42    34.75 *  mul                        elementwise_kernel<128,4>
  867    51964.4    51976.2      0.85      2.08    33.22 *  add                        vectorized_elementwise_kernel<4>
  868    52000.9    52012.6      1.08      2.72    34.34 *  mul                        elementwise_kernel<128,4>
  869    52064.7    52078.0      0.73      2.37    62.69 *  neg                        elementwise_kernel<128,4>
  870    52106.9    52119.6      0.93      3.42    39.26 *  cat                        CatArrayBatchedCopy<4,64,64>
  871    52145.9    52157.9      0.78      2.69    34.88 *  mul                        elementwise_kernel<128,4>
  872    52181.4    52193.1      0.87      2.08    32.48 *  add                        vectorized_elementwise_kernel<4>
  873    52230.0    52243.6      1.04      4.13    48.45 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
  874    52273.2    52285.7      1.05      3.65    37.89 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
  875    52421.4    52440.4      0.24     15.14   151.10 *  scaled_dot_product_attenti flash_fwd_splitkv_kernel<128,64,128,4,false,false>
  876    52442.8    52456.8      6.50      6.27     1.22    scaled_dot_product_attenti flash_fwd_splitkv_combine_kernel<4,3,true>
  877    52578.9    52594.5      0.76     21.21   131.49 *  linear/mm                  gemv2T_kernel_val<128,16,2,4,false,false>
  878    52638.9    52652.3      0.72      2.50    36.58 *  add                        vectorized_elementwise_kernel<4>
  879    52705.5    52720.0      0.51      4.19    65.18 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
  880    52754.2    52766.7      0.85      2.05    42.53 *  pow                        vectorized_elementwise_kernel<4,1>
  881    52797.6    52810.8      0.96      5.09    42.01 *  mean                       reduce_kernel<512,1>
  882    52846.2    52859.2      0.75      2.08    43.33 *  add                        vectorized_elementwise_kernel<4>
  883    52882.4    52894.2      0.81      2.08    32.96 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
  884    52919.9    52932.0      0.73      2.88    35.74 *  mul                        elementwise_kernel<128,2>
  885    52976.7    52990.2      0.86      1.95    55.23 *  to/copy_                   vectorized_elementwise_kernel<4,1>
  886    53016.2    53028.2      0.82      2.34    36.06 *  mul                        vectorized_elementwise_kernel<4>
  887    53104.9    53119.7      0.45     97.44    89.18 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
  888    53162.8    53218.3     42.43      3.55     1.15    silu                       vectorized_elementwise_kernel<4,1,5,1>
  889    53242.6    53257.1      1.03     98.56    35.23 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
  890    53291.4    53356.9     52.88      2.88     1.25    mul                        vectorized_elementwise_kernel<4>
  891    53375.6    53409.3      0.48    114.78    49.60 *  linear/mm                  cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2
  892    53411.0    53525.2    104.63      3.49     1.09    linear/mm                  splitKreduce_kernel<32,16,false,true,false,false>
  893    53466.5    53529.9     49.99      2.59     1.22    add                        vectorized_elementwise_kernel<4>
  894    53554.2    53570.1      0.72      4.10    37.63 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
  895    53606.9    53620.3      0.77      1.95    46.05 *  pow                        vectorized_elementwise_kernel<4,1>
  896    53653.4    53667.1      0.75      4.67    44.86 *  mean                       reduce_kernel<512,1>
  897    53726.1    53739.5      0.98      2.02    67.74 *  add                        vectorized_elementwise_kernel<4>
  898    53762.7    53774.8      0.82      2.24    33.21 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
  899    53800.7    53812.9      0.82      2.78    35.94 *  mul                        elementwise_kernel<128,2>
  900    53857.0    53870.3      0.73      1.95    54.56 *  to/copy_                   vectorized_elementwise_kernel<4,1>
  901    53896.7    53908.9      0.92      2.27    36.70 *  mul                        vectorized_elementwise_kernel<4>
  902    54056.2    54071.8      0.79     20.06   160.60 *  linear/addmm               gemv2T_kernel_val<128,16,4,4,false,true>
  903    54165.0    54180.0      0.90      8.10    88.09 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
  904    54267.7    54282.1      0.60      7.81    94.05 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
  905    54348.8    54363.1      0.62      4.00    73.18 *  mul                        elementwise_kernel<128,4>
  906    54420.9    54434.5      0.67      3.78    67.36 *  neg                        elementwise_kernel<128,4>
  907    54465.6    54479.0      1.18      5.28    40.74 *  cat                        CatArrayBatchedCopy<4,64,64>
  908    54507.1    54519.5      0.79      3.42    35.26 *  mul                        elementwise_kernel<128,4>
  909    54544.7    54557.0      0.93      2.08    34.05 *  add                        vectorized_elementwise_kernel<4>
  910    54582.3    54594.0      0.89      2.72    34.91 *  mul                        elementwise_kernel<128,4>
  911    54646.3    54659.4      0.85      2.33    62.75 *  neg                        elementwise_kernel<128,4>
  912    54687.9    54700.8      0.93      3.46    39.01 *  cat                        CatArrayBatchedCopy<4,64,64>
  913    54726.7    54738.9      1.03      2.66    34.65 *  mul                        elementwise_kernel<128,4>
  914    54762.7    54774.5      0.76      2.08    32.99 *  add                        vectorized_elementwise_kernel<4>
  915    54812.1    54825.6      0.89      3.97    48.93 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
  916    54855.4    54868.1      0.94      3.68    38.62 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
  917    55009.1    55023.3      0.71     15.07   151.49 *  scaled_dot_product_attenti flash_fwd_splitkv_kernel<128,64,128,4,false,false>
  918    55024.8    55039.5      7.39      6.30     1.12    scaled_dot_product_attenti flash_fwd_splitkv_combine_kernel<4,3,true>
  919    55159.3    55174.7      0.46     21.66   128.86 *  linear/mm                  gemv2T_kernel_val<128,16,2,4,false,false>
  920    55218.7    55232.6      0.80      2.34    36.22 *  add                        vectorized_elementwise_kernel<4>
  921    55286.3    55300.9      0.78      4.26    66.02 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
  922    55334.4    55346.9      0.73      2.02    41.79 *  pow                        vectorized_elementwise_kernel<4,1>
  923    55377.5    55390.6      0.79      4.86    41.63 *  mean                       reduce_kernel<512,1>
  924    55426.3    55439.3      0.80      2.11    43.84 *  add                        vectorized_elementwise_kernel<4>
  925    55462.6    55474.9      0.92      2.27    33.54 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
  926    55500.3    55512.7      0.83      2.66    35.46 *  mul                        elementwise_kernel<128,2>
  927    55556.8    55569.8      0.63      1.98    54.50 *  to/copy_                   vectorized_elementwise_kernel<4,1>
  928    55596.0    55608.3      0.94      2.34    36.48 *  mul                        vectorized_elementwise_kernel<4>
  929    55685.4    55700.2      0.72     97.66    89.57 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
  930    55743.4    55798.9     42.16      3.58     1.09    silu                       vectorized_elementwise_kernel<4,1,5,1>
  931    55822.8    55837.5      1.03     97.98    35.01 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
  932    55872.3    55936.7     51.85      2.91     1.18    mul                        vectorized_elementwise_kernel<4>
  933    55957.6    55971.1      1.30    115.10    31.46 *  linear/mm                  cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2
  934    55971.5    56087.2    107.87      3.52     1.06    linear/mm                  splitKreduce_kernel<32,16,false,true,false,false>
  935    56020.6    56091.9     58.54      2.59     1.18    add                        vectorized_elementwise_kernel<4>
  936    56102.4    56117.6      0.90      4.03    23.07 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
  937    56151.9    56165.0      1.10      1.98    43.33 *  pow                        vectorized_elementwise_kernel<4,1>
  938    56195.8    56209.1      0.83      4.70    42.18 *  mean                       reduce_kernel<512,1>
  939    56245.0    56258.2      0.72      2.05    44.41 *  add                        vectorized_elementwise_kernel<4>
  940    56281.7    56293.9      0.85      2.30    33.60 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
  941    56319.5    56331.6      0.97      2.69    35.46 *  mul                        elementwise_kernel<128,2>
  942    56375.7    56388.9      0.70      1.95    54.62 *  to/copy_                   vectorized_elementwise_kernel<4,1>
  943    56415.4    56427.6      0.91      2.18    36.74 *  mul                        vectorized_elementwise_kernel<4>
  944    56515.0    56530.1      0.69     20.38   100.29 *  linear/addmm               gemv2T_kernel_val<128,16,4,4,false,true>
  945    56623.2    56638.4      0.82      8.38    87.87 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
  946    56726.6    56740.9      0.63      7.97    94.21 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
  947    56807.0    56821.1      0.32      3.97    72.19 *  mul                        elementwise_kernel<128,4>
  948    56879.6    56892.9      0.81      3.74    67.81 *  neg                        elementwise_kernel<128,4>
  949    56923.7    56937.3      1.04      5.31    40.67 *  cat                        CatArrayBatchedCopy<4,64,64>
  950    56964.9    56977.3      0.90      3.42    34.69 *  mul                        elementwise_kernel<128,4>
  951    57001.9    57013.8      0.68      2.05    33.09 *  add                        vectorized_elementwise_kernel<4>
  952    57039.3    57051.2      0.96      2.69    35.36 *  mul                        elementwise_kernel<128,4>
  953    57102.6    57116.1      0.97      2.33    62.21 *  neg                        elementwise_kernel<128,4>
  954    57145.0    57158.1      0.98      3.42    39.62 *  cat                        CatArrayBatchedCopy<4,64,64>
  955    57184.2    57196.2      0.81      2.66    34.75 *  mul                        elementwise_kernel<128,4>
  956    57219.6    57231.4      0.71      2.02    32.51 *  add                        vectorized_elementwise_kernel<4>
  957    57269.1    57282.9      1.02      3.97    49.50 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
  958    57312.6    57325.8      1.09      3.68    38.91 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
  959    57486.7    57501.4      0.32     15.10   171.97 *  scaled_dot_product_attenti flash_fwd_splitkv_kernel<128,64,128,4,false,false>
  960    57503.9    57517.7      5.78      6.24     1.15    scaled_dot_product_attenti flash_fwd_splitkv_combine_kernel<4,3,true>
  961    57651.0    57667.2      0.64     21.41   143.23 *  linear/mm                  gemv2T_kernel_val<128,16,2,4,false,false>
  962    57723.9    57737.8      0.82      2.30    49.22 *  add                        vectorized_elementwise_kernel<4>
  963    57803.4    57818.4      0.47      4.22    78.30 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
  964    57854.5    57867.5      0.76      2.02    44.93 *  pow                        vectorized_elementwise_kernel<4,1>
  965    57900.0    57913.6      0.92      4.93    44.00 *  mean                       reduce_kernel<512,1>
  966    57950.5    57963.8      0.79      2.08    45.31 *  add                        vectorized_elementwise_kernel<4>
  967    57987.9    58000.7      0.80      2.21    34.85 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
  968    58026.7    58039.4      0.71      2.78    36.45 *  mul                        elementwise_kernel<128,2>
  969    58085.5    58110.8      0.42      1.98    68.67 *  to/copy_                   vectorized_elementwise_kernel<4,1>
  970    58137.5    58149.8      0.85      2.30    37.02 *  mul                        vectorized_elementwise_kernel<4>
  971    58227.2    58242.2      0.48     98.33    90.05 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
  972    58285.8    58341.7     42.76      3.55     1.15    silu                       vectorized_elementwise_kernel<4,1,5,1>
  973    58366.3    58381.0      0.96     98.14    35.78 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
  974    58415.8    58480.4     51.62      2.88     1.22    mul                        vectorized_elementwise_kernel<4>
  975    58501.4    58514.9      1.26    113.60    31.65 *  linear/mm                  cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2
  976    58515.3    58629.6    106.50      3.55     1.06    linear/mm                  splitKreduce_kernel<32,16,false,true,false,false>
  977    58564.2    58634.3     57.48      2.75     1.22    add                        vectorized_elementwise_kernel<4>
  978    58645.2    58660.2      0.94      4.10    23.17 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
  979    58694.4    58707.2      0.83      1.98    42.91 *  pow                        vectorized_elementwise_kernel<4,1>
  980    58737.9    58750.4      0.46      4.67    41.18 *  mean                       reduce_kernel<512,1>
  981    58786.0    58799.3      0.96      2.02    44.22 *  add                        vectorized_elementwise_kernel<4>
  982    58822.2    58834.2      0.98      2.24    32.86 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
  983    58858.8    58870.7      0.82      2.72    34.30 *  mul                        elementwise_kernel<128,2>
  984    58914.5    58927.9      0.78      1.99    54.49 *  to/copy_                   vectorized_elementwise_kernel<4,1>
  985    58954.0    58966.4      1.02      2.21    36.45 *  mul                        vectorized_elementwise_kernel<4>
  986    59053.1    59068.0      0.48     20.29    99.42 *  linear/addmm               gemv2T_kernel_val<128,16,4,4,false,true>
  987    59160.8    59175.9      0.94      8.45    87.58 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
  988    59264.1    59278.5      0.52      7.87    94.21 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
  989    59344.9    59359.2      0.65      3.94    72.77 *  mul                        elementwise_kernel<128,4>
  990    59416.8    59430.2      0.76      3.74    67.14 *  neg                        elementwise_kernel<128,4>
  991    59461.1    59474.5      1.05      5.31    40.54 *  cat                        CatArrayBatchedCopy<4,64,64>
  992    59502.6    59515.1      0.78      3.39    35.29 *  mul                        elementwise_kernel<128,4>
  993    59540.4    59552.6      1.08      2.05    34.11 *  add                        vectorized_elementwise_kernel<4>
  994    59577.3    59588.9      0.99      2.66    34.21 *  mul                        elementwise_kernel<128,4>
  995    59641.3    59654.5      0.81      2.33    62.98 *  neg                        elementwise_kernel<128,4>
  996    59683.6    59696.5      0.97      3.42    39.62 *  cat                        CatArrayBatchedCopy<4,64,64>
  997    59722.7    59735.1      1.08      2.69    35.17 *  mul                        elementwise_kernel<128,4>
  998    59758.3    59769.9      0.90      2.05    32.13 *  add                        vectorized_elementwise_kernel<4>
  999    59807.2    59820.5      0.88      4.00    48.61 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
 1000    59850.4    59862.9      0.90      3.68    38.33 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
 1001    59999.7    60013.8      0.54     15.10   147.26 *  scaled_dot_product_attenti flash_fwd_splitkv_kernel<128,64,128,4,false,false>
 1002    60015.6    60030.2      7.01      6.27     1.25    scaled_dot_product_attenti flash_fwd_splitkv_combine_kernel<4,3,true>
 1003    60156.9    60172.2      0.43     20.99   135.77 *  linear/mm                  gemv2T_kernel_val<128,16,2,4,false,false>
 1004    60217.2    60231.1      1.11      2.46    37.92 *  add                        vectorized_elementwise_kernel<4>
 1005    60283.8    60298.2      0.68      4.26    64.64 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
 1006    60332.1    60344.6      0.72      2.02    42.14 *  pow                        vectorized_elementwise_kernel<4,1>
 1007    60375.7    60388.7      1.04      4.80    42.05 *  mean                       reduce_kernel<512,1>
 1008    60424.3    60437.5      0.71      2.15    43.97 *  add                        vectorized_elementwise_kernel<4>
 1009    60460.9    60473.0      0.93      2.11    33.38 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
 1010    60498.2    60510.3      0.81      2.88    35.20 *  mul                        elementwise_kernel<128,2>
 1011    60554.7    60567.9      0.47      2.02    54.69 *  to/copy_                   vectorized_elementwise_kernel<4,1>
 1012    60594.7    60607.0      0.62      2.30    37.12 *  mul                        vectorized_elementwise_kernel<4>
 1013    60685.3    60700.0      0.70     98.88    90.75 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
 1014    60743.1    60800.0     43.68      3.58     1.05    silu                       vectorized_elementwise_kernel<4,1,5,1>
 1015    60822.8    60837.6      1.02     98.24    34.08 *  linear/mm                  gemv2T_kernel_val<128,16,4,4,false,false>
 1016    60871.9    60937.0     52.51      2.88     1.09    mul                        vectorized_elementwise_kernel<4>
 1017    60956.6    60970.0      1.24    113.21    30.18 *  linear/mm                  cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2
 1018    60970.4    61084.5    106.64      3.52     1.28    linear/mm                  splitKreduce_kernel<32,16,false,true,false,false>
 1019    61018.8    61089.2     57.59      2.59     1.18    add                        vectorized_elementwise_kernel<4>
 1020    61100.2    61115.0      1.01      4.10    23.23 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
 1021    61148.5    61161.7      1.03      1.98    42.53 *  pow                        vectorized_elementwise_kernel<4,1>
 1022    61192.4    61205.2      0.75      4.67    41.50 *  mean                       reduce_kernel<512,1>
 1023    61240.6    61253.5      0.85      2.08    43.68 *  add                        vectorized_elementwise_kernel<4>
 1024    61276.6    61288.7      0.78      2.21    33.09 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
 1025    61314.0    61326.3      1.04      2.72    35.39 *  mul                        elementwise_kernel<128,2>
 1026    61370.4    61383.6     -6.40      1.92    54.56 *  to/copy_                   vectorized_elementwise_kernel<4,1>
 1027    61433.0    61446.9      0.55      2.21    61.44 *  mul                        vectorized_elementwise_kernel<4>
 1028    61540.4    61556.2      0.43     20.00   107.04 *  linear/addmm               gemv2T_kernel_val<128,16,4,4,false,true>
 1029    61655.0    61670.2      0.66      8.10    94.05 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
 1030    61847.7    61862.6      0.51      7.84   184.32 *  linear/addmm               gemvx::kernel<false,true,true,false,7,false>
 1031    61929.6    61943.8      0.68      3.94    73.37 *  mul                        elementwise_kernel<128,4>
 1032    62001.9    62015.4      0.77      3.78    67.61 *  neg                        elementwise_kernel<128,4>
 1033    62046.5    62060.1      1.10      5.31    40.93 *  cat                        CatArrayBatchedCopy<4,64,64>
 1034    62088.1    62100.2      0.95      3.39    34.85 *  mul                        elementwise_kernel<128,4>
 1035    62125.3    62137.2      0.75      2.05    33.57 *  add                        vectorized_elementwise_kernel<4>
 1036    62162.4    62174.2      1.01      2.69    34.94 *  mul                        elementwise_kernel<128,4>
 1037    62227.1    62240.5      0.94      2.33    63.61 *  neg                        elementwise_kernel<128,4>
 1038    62269.3    62282.1      0.89      3.46    39.23 *  cat                        CatArrayBatchedCopy<4,64,64>
 1039    62308.2    62320.1      0.66      2.69    34.56 *  mul                        elementwise_kernel<128,4>
 1040    62343.9    62355.5      0.80      2.05    32.70 *  add                        vectorized_elementwise_kernel<4>
 1041    62393.3    62407.0      0.95      4.00    49.50 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
 1042    62436.3    62448.9      0.98      3.68    37.92 *  cat                        CatArrayBatchedCopy_vectorized<3,128,1,16,8>
 1043    62584.4    62598.3      0.51     15.07   145.63 *  scaled_dot_product_attenti flash_fwd_splitkv_kernel<128,64,128,4,false,false>
 1044    62600.0    62614.5      7.23      6.24     1.15    scaled_dot_product_attenti flash_fwd_splitkv_combine_kernel<4,3,true>
 1045    62743.1    62758.5      0.59     21.54   137.82 *  linear/mm                  gemv2T_kernel_val<128,16,2,4,false,false>
 1046    62803.2    62816.9      0.71      2.66    36.86 *  add                        vectorized_elementwise_kernel<4>
 1047    62870.7    62885.1      0.57      4.38    65.54 *  to/copy_                   unrolled_elementwise_kernel<3,7,1,4,1,1>
 1048    62919.5    62932.1      0.85      1.98    42.56 *  pow                        vectorized_elementwise_kernel<4,1>
 1049    62962.9    62975.9      0.97      4.80    41.89 *  mean                       reduce_kernel<512,1>
 1050    63011.7    63024.8      0.67      2.08    44.10 *  add                        vectorized_elementwise_kernel<4>
 1051    63048.4    63060.4      0.65      2.30    33.50 *  rsqrt                      vectorized_elementwise_kernel<4,2,2,1>
 1052    63085.8    63098.0      0.79      2.85    35.26 *  mul                        elementwise_kernel<128,2>
 1053    63141.9    63155.3      0.80      2.02    54.46 *  to/copy_                   vectorized_elementwise_kernel<4,1>
